Barcode,District Name,Name,Party,Candidate Name,Ac_No,Voter Survey Type,Gender,Religion,Qualification,Occupation,Annual Family Income,Age,Did U Vote In The Last Election?,If No Why,If Yes Did The Candidate Your Voted For In The Last Election,The Candidate,Candidates Party,Candidates Caste,IMP: Easier access to drinking water,IMP: Free Electricity,IMP: Free/Subsidized Loans,IMP: Support for Economically-weaker Sections,IMP: Irrigation Programs,IMP: Jobs through rural employment schemes,IMP: Lower rice/wheat prices,IMP: More schools,IMP: More teachers,IMP: School Facilities,IMP: Subsidy for seeds/fertilizers,IMP: Accessibility of MLA/MP,IMP: Better Law and Order/Policing,IMP: Better Public Transport,IMP: Better Roads,IMP: Eradication of Corruption,IMP: More Hospitals/Primary Health Care Centers,IMP: Trustworthiness of MLA,IMP: Security for Women,IMP: Better Electric Supply,IMP: Better Employment Opportunities,IMP: Better Garbage Clearance,IMP: Reservation for Jobs and Education,IMP: Subsidized Food Distribution,IMP: Training for Jobs,PERF: Others,PERF: Easier access to drinking water,PERF: Free Electricity,PERF: Free/Subsidized Loans,PERF: Support for Economically-weaker Sections,PERF: Irrigation Programs,PERF: Jobs through rural employment schemes,PERF: Lower rice/wheat prices,PERF: More schools,PERF: More teachers,PERF: School Facilities,PERF: Subsidy for seeds/fertilizers,PERF: Accessibility of MLA/MP,PERF: Better Law and Order/Policing,PERF: Better Public Transport,PERF: Better Roads,PERF: Eradication of Corruption,PERF: More Hospitals/Primary Health Care Centers,PERF: Trustworthiness of MLA,PERF: Security for Women,PERF: Better Electric Supply,PERF: Better Employment Opportunities,PERF: Better Garbage Clearance,PERF: Reservation for Jobs and Education,PERF: Subsidized Food Distribution,PERF: Training for Jobs,PERF: Others
136032,TUMKUR,Sira,INC,T.B.JAYACHANDRA,136,RURAL,Male,HINDU,High School,Agriculture,"10,000 to 25,000",,Voted,,Y,VI,,,H,M,M-H,M,M,,M,H,H,M,M,H,H,M,M,M,M,M,,,M,,M,,,,A,A,G,A,A,A,A,A,G,A,A,G,,A,A,A,A,A,,,,,,,,
136033,TUMKUR,Sira,INC,T.B.JAYACHANDRA,136,RURAL,Male,HINDU,PUC,Agriculture,"10,000 to 25,000",,Voted,,Y,VI,,,H,M,M,M,,L,H,,H,H,M,H,H,H,H,M,H,M,,,,,M,,,,G,A,A,B-A,B,A,A,G,G,G,A,G,G,G,G,A,G,,,,,,,,,
136034,TUMKUR,Sira,INC,T.B.JAYACHANDRA,136,RURAL,Male,HINDU,No Education,Agriculture,"10,000 to 25,000",42,Voted,,Y,,VI,,M-H,M,H,M,M,M,M-H,H,H,H,M,M,H,M,H,M,H,M,,,,,,,,,G,A,A,A,A,A,A,G,G,G,A,A,G,A,A,G,A,A,,,,,,,,
136035,TUMKUR,Sira,INC,T.B.JAYACHANDRA,136,,Female,HINDU,No Education,Agriculture,"10,000 to 25,000",40,Voted,,Y,,VI,,M-H,M,M,M,M,M,M-H,H,M-H,H,M,M,H,M,M,M,H,M,M,,,,M,,,,G,A,A,A,A,A,G,G,G,G,A,A,G,A,A,A,A,A,,,,,,,,
136036,TUMKUR,Sira,INC,T.B.JAYACHANDRA,136,,Female,HINDU,No Education,Agriculture,"10,000 to 25,000",60,Voted,,Y,VI,,,H,M,M-H,M,L,L,H,H,H,H,M,M,H,M,M,M,H,M,,,,,,,,,G,A,A,,B,A,A,G,G,G,A,A,G,A,A,A,A,A,,,,,,,,
136037,TUMKUR,Sira,INC,T.B.JAYACHANDRA,136,RURAL,Female,MUSLIM,No Education,Others,"10,000 to 25,000",3,Voted,,N,,,,H,M,L-M,L,L,L,H,H,H,H,M,L,M,M,M,M,M,L,,,,,,,,,G,A,A,B,A,A,G,G,G,A,A,A,A,A,A,A,G,B,,,,,,,,
136038,TUMKUR,Sira,INC,T.B.JAYACHANDRA,136,RURAL,Male,HINDU,No Education,Agriculture,,50,Voted,,Y,,I,,M,M,M-H,L,M,L,H,H,H,H,M,M-H,H,M,L,L-M,H,M,,,,,,,,,A,A,G,B,A,A,G,G,G,G,A,A,A,A,B,A,G,A,,,,,,,,
136039,TUMKUR,Sira,INC,T.B.JAYACHANDRA,136,RURAL,Male,HINDU,No Education,Agriculture,"10,000 to 25,000",,Voted,,Y,I,,,M,M,M-H,L,L,L,M-H,H,M-H,H,M,M,H,M,M,L-M,M,M,M,,M,,M,,,,A,G,G,A,,A,A,G,G,G,A,A,G,A,A,A,A,A,,,,,,,,
136040,TUMKUR,Sira,INC,T.B.JAYACHANDRA,136,RURAL,Male,HINDU,Primary,Agriculture,"10,000 to 25,000",46,Voted,,Y,VI,,,H,L,M,M,L,L,H,H,M-H,H,M,M-H,H,M,M,L-M,M,M,M,,M,,M,,M,,G,B,A,A,A,A,A,G,G,G,A,G,G,A,A,A,A,A,,,,,,,,
136041,TUMKUR,Sira,INC,T.B.JAYACHANDRA,136,RURAL,Male,HINDU,No Education,Agriculture,"10,000 to 25,000",50,Voted,,Y,,VI,,M,M,M,M,M,M,H,M,M,M,M,M,H,M,M,M,H,M,,,,,,,,,A,A,A,,A,A,G,A,A,A,A,A,G,A,A,A,A,A,,,,,,,,
136042,TUMKUR,Sira,INC,T.B.JAYACHANDRA,136,RURAL,Male,MUSLIM,No Education,Agriculture,"Under 10,000",50,Voted,,N,I,NI,NI,M,L,M,M,H,M,M,H,M,M,M,M,M,L,M,M,M,M,,,M,,M,,,,A,A,A,A,G,A,B,A,A,A,A,A,A,B,G,G,A,A,,,,,,,,
136043,TUMKUR,Sira,INC,T.B.JAYACHANDRA,136,RURAL,Male,HINDU,Primary,Agriculture,,35,Voted,,Y,I,,,H,H,M,M,,M,M-H,H,H,M,H,M,H,M,L,L-M,H,M,M,,M,,M,,M,,G,G,G,A,G,A,G,G,G,A,A,A,A,A,B,A,A,A,,,,,,,,
136045,TUMKUR,Sira,INC,T.B.JAYACHANDRA,136,RURAL,Male,HINDU,No Education,Others,"Under 10,000",41,Voted,,Y,I,,,M,M,M-H,M,M,M,M-H,H,M-H,H,H,M,H,M,M,M-H,H,M,M,,,,M,,,,G,G,G,A,G,A,G,G,G,G,G,A,G,A,A,G,G,A,,,,,,,,
136046,TUMKUR,Sira,INC,T.B.JAYACHANDRA,136,RURAL,Male,HINDU,Primary,Agriculture,"10,000 to 25,000",35,Voted,,Y,VI,,,H,M,M,L,M,L,H,H,H,M,M,M,H,M,L,L-M,H,M,,,,,M,,,,A,A,A,A,A,A,G,G,G,A,A,A,G,A,A,B,G,A,,,,,,,,
136048,TUMKUR,Sira,INC,T.B.JAYACHANDRA,136,RURAL,Female,OTHERS,PUC,Business,"10,000 to 25,000",37,Voted,,Y,I,NI,NI,M,M,L,M,M-H,M,M,M,M,M,M-H,M-H,H,M,M,M,H,M,,,,,,,,,A,B,B,G,G,A,A,A,A,A,A,G,A,A,A,B,A,A,,,,,,,,
136049,TUMKUR,Sira,INC,T.B.JAYACHANDRA,136,RURAL,Female,HINDU,No Education,Agriculture,"Under 10,000",50,Voted,,N,I,VI,NI,M,L,M,M,M-H,M,M,M,M,M,L,H,M,M,M,L,M,M,,,M,,M,,,,A,B,A,A,G,B,A,A,A,A,B,G,A,A,A,B,A,B,,,,,,,,
136050,TUMKUR,Sira,INC,T.B.JAYACHANDRA,136,RURAL,Male,HINDU,Primary,Agriculture,"Under 10,000",48,Voted,,Y,NI,,NI,M,M,L-M,L,M-H,M,M,M,M,M,L,M,M,M,L,L,M,M,,,,,,,,,A,A,B,A,G,A,A,A,A,G,B,A,A,A,B,B,A,A,,,,,,,,
136051,TUMKUR,Sira,INC,T.B.JAYACHANDRA,136,,Male,HINDU,PUC,Agriculture,"Under 10,000",66,Did not vote,1,,,,,M,M,L,M,M-H,M,L-M,M,L-M,M,M,M,M,L-M,L,L-M,M,M,,,M,,M,,,,A,A,B,B,G,A,A,A,A,B,A,A,A,B,B,A,A,A,,,,,,,,
136052,TUMKUR,Sira,INC,T.B.JAYACHANDRA,136,RURAL,Male,HINDU,Primary,Agriculture,"10,000 to 25,000",43,Voted,,Y,VI,I,NI,M,L,L-M,M,M-H,M,L,M,M,M,M,M-H,M,L,L-M,M,M,M,M,,M,,M,,,,A,B,A,B,G,A,A,A,B,A,B,A,A,A,B,B,A,A,,,,,,,,
136053,TUMKUR,Sira,INC,T.B.JAYACHANDRA,136,RURAL,Male,MUSLIM,Primary,Others,"Under 10,000",30,Voted,,Y,I,I,I,M,M,L,L,M,M,L-M,M,M,L,M,M,M,L,L,M,M,M,,,M,,,,,,A,A,B,A,A,A,B,A,A,B,A,A,G,A,A,A,A,G,,,,,,,,
136054,TUMKUR,Sira,INC,T.B.JAYACHANDRA,136,RURAL,Male,HINDU,High School,Govt,"50,001 to 1,00,000",40,Voted,,N,I,I,NI,H,M,M,M,M-H,M,M,M,L-M,M,L-M,M,H,M,M,M,M,L-M,M,,,,M,,M,,A,A,B,B,G,A,B,B,A,A,B,G,G,A,A,A,B,B,,,,,,,,
136055,TUMKUR,Sira,INC,T.B.JAYACHANDRA,136,RURAL,Male,HINDU,Degree,Others,"25,001 to 50,000",31,Voted,,Y,,,VI,H,M,H,M,M,L,H,H,H,H,H,M,H,H,M,M,H,M,,,M,,M,,,,G,A,G,A,A,A,G,G,G,G,G,A,G,G,A,A,G,A,,,,,,,,
136058,TUMKUR,Sira,INC,T.B.JAYACHANDRA,136,URBAN,Female,MUSLIM,High School,Others,"10,000 to 25,000",25,Voted,,Y,,I,,,,,,,,,,,,,M,H,M,L,L,M,M,M,M,M,M,M,M,M,M,,,,,,,,,,,,A,G,A,A,A,G,A,A,A,A,A,A,A,A,A
136059,TUMKUR,Sira,INC,T.B.JAYACHANDRA,136,RURAL,Male,MUSLIM,Primary,Others,"10,000 to 25,000",40,Did not vote,3,,,,,M,L,M,L,M,L,M,M,M,M,M,M,H,M,M,L-M,,M,M,,,,M,,,,A,A,,,A,A,A,A,A,A,A,A,G,A,A,A,G,A,,,,,,,,
136060,TUMKUR,Sira,INC,T.B.JAYACHANDRA,136,RURAL,Male,HINDU,No Education,Agriculture,"10,000 to 25,000",42,Voted,,Y,,VI,,H,M,L,L,M,L,M,M,M-H,H,M,M,H,M,M,M,H,M,M,,M,,M,,M,,G,B-A,A,A,A,B,A,A,G,A,A,A,A,A,A,A,G,A,,,,,,,,
137001,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,URBAN,Male,HINDU,PUC,Business,"Under 10,000",53,Did not vote,3,,,,,M,,,,,,M,,,,M,H,H,M,M,L,M,M,M,L,M,M,M,L,L,M,,,,,,,,,,,,,A,A,B,B,A,A,A,B,A,G,A,B,A,A
137002,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,URBAN,Male,MUSLIM,Above Degree,Medical,"25,001 to 50,000",25,Voted,,N,NI,VI,NI,M,,,,,,M,,,,M,M,L,M,L,M,M,M,M,M,M-H,M-H,M,H,M,M,,,,,,,,,,,,A,B,A,A,A,A,B,G,A,G,G,A,A,G,A
137004,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,URBAN,Male,MUSLIM,PUC,Business,"10,000 to 25,000",32,Voted,,Y,VI,I,NI,M,,,M,M,,M,,,,M,M,H,M,M,L,M,M,H,M,M,M,L,M,L,M,,,,,,,,,,,,A,G,B,A,A,A,B,G,A,B,A,A,G,A,A
137005,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,URBAN,Male,HINDU,Degree,Private,"10,000 to 25,000",77,Voted,,N,I,VI,NI,,,,,,,,,M,,,M,L,M,M,L-M,M,M,M-H,M,M,M,L,M,L-M,M,,,,,,,,,,,,G,A,G,A,A,G,A,G,A,A,G,A,B,A,A
137006,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,URBAN,Male,MUSLIM,High School,Business,"10,000 to 25,000",42,Voted,,Y,VI,I,NI,,,,,,,,,,,,L-M,M,M,M,L,L,M,M-H,M,M,M,L-M,M,L,M,,,,,,,,,,,,A,B,A,B,A,A,A,G,A,A,B,A,A,A,B
137007,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,URBAN,Male,HINDU,High School,Private,"10,000 to 25,000",37,Voted,,N,I,NI,VI,M,,,,M,,,,M,,M,M,H,M,M,M-H,M,M-H,M,H,M,H,M,H,M,L,,,,B,,,,,,,,A,A,G,A,A,G,A,A,B,A,B,A,B,G,A
137008,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,URBAN,Male,HINDU,High School,Business,"10,000 to 25,000",69,Did not vote,3,,,,,M,,,,,,,,,,,M,H,M,M,M,L,M,L,M,M,L,M,M,M,L,,,,,,,,,,,,G,G,A,A,G,A,G,A,A,G,A,A,A,A,B
137009,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,URBAN,Male,OTHERS,Degree,Business,"10,000 to 25,000",61,Voted,,Y,I,NI,I,,,M,,,,,,,,,M,L,M,M,M,L,M,H,M,L,M,M,L,M,M,,,,,,,,,,,,A,B,A,A,B,A,G,A,A,G,A,B,A,A,A
137010,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,URBAN,Female,HINDU,Degree,Law,"25,001 to 50,000",31,Voted,,Y,VI,NI,NI,,,M,,,,,,,,,M,M,H,M,L,M,M,H,M,M,M,M,L,M,M,,,,,,,,,,,,G,A,G,A,A,A,G,A,G,A,A,G,A,A,G
137011,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,URBAN,Female,HINDU,High School,Private,"Under 10,000",24,Voted,,N,I,VI,NI,L,M,L-M,M,L,M,M,M,M,L,L,M,M,L-M,L,,M,M,,,M,M,M,,,,A,A,B,A,B,A,A,A,A,A,B,A,A,B,B,A,A,A,,,,,,,,
137012,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,RURAL,Male,HINDU,PUC,Agriculture,"Under 10,000",40,Voted,,N,I,VI,NI,M,L,M,L,M,M,L,M,M,H,M,M,H,M,L,M,M,L-M,,,,,,,,,A,A,B,A,A,B,A,G,A,G,A,A,G,A,A,B,B,B,,,,,,,,
137013,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,RURAL,Male,HINDU,High School,Agriculture,"10,000 to 25,000",30,Did not vote,2,,,,,L,L,M,M,L,M,L,M,M,M,L-M,M,M,L,M,L-M,M,M,M,,M,,M,,,M,A,A,B,G,A,A,B,A,A,A,A,G,A,A,G,B,B,A,,,,,,,,
137014,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,RURAL,Male,MUSLIM,,Others,"Under 10,000",50,Voted,,Y,VI,NI,NI,M,L,M,L,M,M,L,M,M,L,M,H,H,M,M,L,M,M,,,M,,,,M,,A,B,A,B,A,A,A,G,A,B,A,G,G,A,A,B,A,A,,,,,,,,
137015,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,RURAL,Female,HINDU,High School,Business,"Under 10,000",31,Voted,,Y,VI,I,NI,M,M,L-M,M,L,M,M,L,M,M,L,H,M,M,M,L,M,H,,,,,,,,,A,A,B,A,B,A,A,A,B,G,A,G,A,A,G,A,,G,,,,,,,,
137016,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,RURAL,Female,HINDU,PUC,Agriculture,"Under 10,000",24,Did not vote,1,,,,,M,M,L,M,L-M,L,M,L,M,M,M,M,,M,M,M,L,M,M,,M,,M,,,,A,A,B,A,A,A,A,B,A,A,A,A,G,A,A,A,B,G,,,,,,,,B
137017,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,RURAL,Female,HINDU,Primary,Business,"Under 10,000",40,Voted,,Y,VI,NI,NI,M,M,L-M,M,L,M,L-M,M,,M,L-M,L-M,M,M,M,L-M,M,L-M,M,,M,,M,,,,G,A,B,A,A,B,A,B,A,B,A,B,A,A,A,B,A,A,,,,,,,,
137018,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,URBAN,Female,HINDU,High School,Private,"10,000 to 25,000",25,Did not vote,1,,,,,,,M,,M,,,,,,,M,H,M,M,L,M,M,M,M,L,M,M,M,L,M,,,,,,,,,,,,A,B,A,B-A,B,,B,A,A,B,A,A,A,B,A
137019,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,RURAL,Male,HINDU,Primary,Others,"Under 10,000",77,Voted,,Y,VI,NI,NI,L,M,L,M,L-M,M,M,M,M,M,L-M,M,M,M,L,L-M,M,M,M,,M,M,M,,,,B,A,A,B,B,A,A,A,G,A,B,A,A,A,B,B,A,A,,,,,,,,
137020,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,RURAL,Male,MUSLIM,No Education,Agriculture,"Under 10,000",40,Voted,,N,NI,VI,NI,M,M,L-M,M,L,M,L,M,M,M,L,,M,L,M,L,M,M,,,,,,,M,,A,A,B,A,B,A,A,A,B,A,B,B,A,B,A,B,A,G,,,,,,,,
137021,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,RURAL,Male,HINDU,Degree,Business,"10,000 to 25,000",52,Voted,,N,NI,VI,I,M,L,L,M,L-M,M,M,L,M,L,L-M,M,H,M,M,L-M,M,M,M,,M,,M,,,,A,B,B,A,B,A,A,A,A,B,B,A,G,A,A,A,B,B,,,,,,,,
137022,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,RURAL,Male,HINDU,Primary,Agriculture,"Under 10,000",54,Did not vote,3,,,,,L,L,M,H,L,M,L,M,M,M,L,M,M,L,L,L,M,M,,,,,,,,,B,B,G,A,A,G,A,G,A,A,B,A,G,A,B,B,A,A,,,,,,,,
137023,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,RURAL,Male,HINDU,High School,Business,"10,000 to 25,000",28,Did not vote,1,,,,,M,M,L,L,L-M,M,M,M,M,M,L-M,M,H,L,L,M,M,M-H,M,,,,M,,M,,A,B,B,A,B,A,G,G,A,A,B,G,G,A,B,A,A,G,,,,,,,,
137024,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,RURAL,Male,MUSLIM,Above Degree,Law,"25,001 to 50,000",30,Voted,,N,I,VI,NI,L-M,M,L,M,L-M,M,L,M,M,M,L-M,M,H,M-H,M,L-M,M,M,,,,M,,,,,A,A,B,A,A,B,A,G,A,A,B,A,G,G,A,A,A,G,,,,,,,,
137025,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,RURAL,Male,HINDU,No Education,Agriculture,"Under 10,000",42,Voted,,Y,VI,VI,NI,M,L,M,M-H,M,M,L-M,L,M,H,M,M-H,H,M,M,L-M,M,M-H,,,M,,,,,,G,A,B,B-G,A,A,B,A,B,A,A,A,G,A,A,A,A,G,,,,,,,,
137026,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,RURAL,Male,HINDU,No Education,Agriculture,"10,000 to 25,000",40,Voted,,Y,,VI,,M,M,M,L,L,L,L,H,H,H,M,L-M,H,M,M,L-M,H,M,M,,M,,,,,,A,A,A,B,B,B,A,A,A,A,A,A,G,A,A,A,G,A,,,,,,,,
137027,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,RURAL,Male,HINDU,No Education,Agriculture,,50,Voted,,N,,,,M,M,L,L,L-M,L,M,H,L-M,M,M,L-M,M,M,M,M,H,M,,,M,,M,,,,A,A,A,A,A,A,A,G,G,A,A,B,A,A,A,A,G,A,,,,,,,,
137028,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,RURAL,Male,HINDU,Primary,Agriculture,"10,000 to 25,000",35,Voted,,Y,I,,,M,M,M,L,L-M,L,L,M,,M,M,L-M,H,M,M,M,M,M,,,M,,M,,,,,A,A,B,B,B,B,A,A,A,A,A,,A,A,A,A,A,,,,,,,,
137029,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,RURAL,Male,HINDU,No Education,Agriculture,"10,000 to 25,000",60,Voted,,N,,,,M,M,M,L,L-M,L,M-H,M,M,M,M,M,H,M,M,M,H,M,,,,,M,,,,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,,,,,,,,
137030,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,RURAL,Male,MUSLIM,No Education,Others,"10,000 to 25,000",40,Voted,,Y,I,,,M,M,L-M,L,,L,L,M,M,M,M,L,M,M,M,M,M,M,,,,,,,,,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,,,,,,,,
137031,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,RURAL,Male,MUSLIM,Primary,Agriculture,,35,Voted,,Y,NI,,,M,M,M,M,M,M,M,M,M,M,M,L-M,M,M,M,M,M,M,M,,,,,,,,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,,,,,,,,
137032,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,RURAL,Male,MUSLIM,No Education,Agriculture,"10,000 to 25,000",50,Voted,,N,,,,M,M,L-M,L,L,L,H,H,M,,M,M,M,M,M,,L,M,M,,,,M,,,,A,A,A,A,A,A,A,G,A,A,A,A,A,A,A,A,A,A,,,,,,,,
137033,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,RURAL,Male,CHRISTIAN,High School,Others,"10,000 to 25,000",40,Voted,,Y,VI,,,M,M,M,M,M,M,L,H,M,M,M,M,M,M,,M,H,,,,,,,,,,A,A,,,,A,A,A,B,A,A,A,A,,A,A,G,A,,,,,,,,
137034,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,RURAL,Male,MUSLIM,,Others,"10,000 to 25,000",30,Voted,,Y,NI,,,M,M,L-M,L,L,L,M-H,H,L-M,M,M,L-M,M,M,L,L-M,H,M,M,,M,,,,M,,A,A,B,B,,B,B,B,A,A,A,A,A,A,A,A,G,A,,,,,,,,
137035,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,RURAL,Male,HINDU,High School,Others,"10,000 to 25,000",30,Voted,,,I,,,M,M,M-H,M,M,L,H,H,L,M,M,L,H,M,M,M,H,L,,,,,,,,,A,A,G,A,A,A,A,A,A,A,A,B,A,A,A,A,G,A,,,,,,,,
137036,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,RURAL,Male,HINDU,Primary,,"10,000 to 25,000",,Voted,,Y,I,,,M,M,M,,L,L,M,M,L,M,M,M,M,,L,M,H,M,,,M,,,,M,,A,A,A,A,B,B,B,A,A,A,A,A,A,A,B,A,A,A,,,,,,,,
137037,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,RURAL,Male,HINDU,High School,Agriculture,"10,000 to 25,000",,Voted,,Y,VI,,,M,M,M,M,L-M,,M-H,H,M,M,M,M,M,M,M,M,H,M,,,,,,,,,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,G,A,,,,,,,,
137038,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,RURAL,Male,,No Education,Agriculture,"10,000 to 25,000",,Voted,,,,,VI,M,M,M,L,L,L,L-M,M,M,M,M,M,M,M,M,M,M,L,,,,,,,,,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,,,,,,,,
137039,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,RURAL,Female,HINDU,,Agriculture,"10,000 to 25,000",36,Voted,,Y,,,VI,H,M,M,M,M,M,M,M,M,M,M,L-M,M,M,L,L,M,M,,,,,,,,,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,,,,,,,,
137040,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,RURAL,Female,HINDU,No Education,Agriculture,"10,000 to 25,000",40,Voted,,Y,I,,,M,M,M,M,M,M,,M,L,L,L,M,M,M,,H,M,M,,,,,,,,,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,,,,,,,,
137041,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,RURAL,Female,MUSLIM,No Education,Others,"10,000 to 25,000",40,Voted,,N,,,,M,L,L,L,L-M,L,M,H,L,L,L,M,H,M,L,L,H,L-M,,,M,,M,,,,A,B,B,B,B,B,A,G,,B,B,A,A,B,B,B,B,B,,,,,,,,
137042,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,RURAL,Female,MUSLIM,High School,Others,"10,000 to 25,000",30,Voted,,Y,I,,,M,M,M,L,L,L,H,H,L,L,M,M,M,,M,M,M,M,,,,,,,,,,A,B,B,B,B,B,A,A,A,A,A,A,A,,A,A,A,,,,,,,,
137043,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,RURAL,Female,HINDU,No Education,Agriculture,"10,000 to 25,000",50,Voted,,Y,I,,,M,M,L,L,L-M,L,H,H,L-M,L,L,M,M,M,M,M,H,L,M,,M,,M,,,,A,A,B,B,B,B,G,G,B,B,B,A,A,B,B,B,G,A,,,,,,,,
137044,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,URBAN,Male,HINDU,Primary,Agriculture,"10,000 to 25,000",40,Voted,,Y,I,,,M,M,M,,,,,,,,,M,,,,M,,M,,,,,M,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
137045,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,URBAN,Male,HINDU,Primary,Agriculture,"10,000 to 25,000",40,Voted,,Y,I,,,,,M,,,,,,,,,M,H,M,M,M,H,M,M,M,M,M,M,H,M,,,,,,,,,,,,,A,G,A,A,A,A,A,A,A,A,,A,G,A,A
137046,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,URBAN,Male,HINDU,No Education,Others,"10,000 to 25,000",50,Voted,,N,,,,,,,,M,,,,,,,M,M,L,L,L,H,M,M,M,L,L,L-M,,L-M,M,,,,,,,,,,,,,A,A,A,A,A,A,A,,B,B,B,B,B,B
137047,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,URBAN,Male,HINDU,PUC,Others,"10,000 to 25,000",35,Voted,,Y,I,,,,,,,,,,,,,,M,M,M,M,M,M,M,M,L,L,L,L,L,M,M,,,,,,,,,,,,A,A,A,A,A,G,A,A,A,A,A,A,A,G,A
137048,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,URBAN,Male,HINDU,Above Degree,,"1,00,001 to 2,50,000",46,Voted,,Y,I,,,M,,,,,,,,,,,M,H,M,M,M,H,M,M,M,L-M,L,L,L,M,M,,,,,,,,,,,,A,G,A,A,A,A,A,,A,A,,B,B,B,A
137049,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,URBAN,Male,MUSLIM,Degree,Private,"25,001 to 50,000",50,Voted,,N,,,,,,M,,M,,,,M,,,M,H,L-M,L,L,L,M,M,M,,M,,M,M,L,,,,B,,,,,,,,A,G,A,A,,A,A,A,B,B,,B,B,,B
137050,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,URBAN,Male,CHRISTIAN,Degree,Others,"10,000 to 25,000",35,Voted,,Y,I,,,,,,,M,,,,M,,,M,H,M,M,M,M,M,M,M,M,M,M,M,M,L,,,,,,,,,,,,A,G,A,A,A,A,A,A,,,A,B,B,B,B
137051,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,URBAN,Female,MUSLIM,High School,Others,"10,000 to 25,000",32,Voted,,Y,I,,,M,,,,,,M,,M,,,M,M,M,M,M,H,M,,L,L,L,L-M,L,M,M,,,,,,,,,,,,A,A,A,A,A,A,A,A,,B,B,B,B,B,A
137052,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,URBAN,Female,MUSLIM,Primary,Others,"10,000 to 25,000",40,Voted,,N,,,,M,,M,,M,,,,M,,M,M,H,M,L,L,L,M,M,M,M,,L-M,L,L,L,,,,,,,,,,,,A,G,A,B,A,A,A,A,A,,,A,A,A,
137053,TUMKUR,Pavagada,IND,VENKATARAMANAPPA,137,URBAN,Female,HINDU,High School,Private,"25,001 to 50,000",30,Voted,,Y,,,VI,,,,,M,,M,,M,,,,H,,M,M,H,M,M,,M,M,M,M,M,M,,,,,,,,,,,,A,G,,,,A,A,A,A,A,A,A,B,B,B
